id,content,IF,SHF,CD,Ch,SF,EF,SM,Op
2813,目前初步终端在开启运营商MR订阅后触发了终端异常。,0,1,0,0,0,0,0,1
2814,S1链路漏配导致切换失败分析,0,1,0,0,1,0,0,0
2815,2G邻区参数配置错误导致eSRVCC不触发,0,1,0,0,1,0,0,0
2816,TOP终端异常导致RRC重建比高案例,1,1,0,0,0,0,0,0
2817,X2接口邻节点标示配置错误导致X2切换IP层时延过大,1,0,0,0,1,0,0,0
2818,全网核查并修改LTE外部小区定义。,0,0,0,1,0,0,1,0
2819,RRC建立失败主要都是由于RRC NOREPLY和PUCCH资源分配失败导致。,0,1,0,0,1,0,0,0
2820,图2 切换入失败原因话统 从基站的告警日志上分析，,0,1,0,1,0,0,0,0
2821,减少由于用户面承载链路故障引起的切换失败。,0,1,0,0,0,0,0,0
2822,帧失步导致LTE无线接通率低,1,1,0,0,0,0,0,0
2823,导致功能不可用或单板启动时间过长。,1,1,0,0,0,0,0,0
2824,1.3 Debug日志分析 进一步从dubug日志分析，,0,0,0,1,0,0,0,0
2825,频点配置错误导致某宏站载波聚合业务测试不成功,0,1,0,0,1,0,0,0
2826,S1链路故障导致LTE锚点站间不切换，,0,1,0,0,0,0,0,0
2827,此时不下发B1测量是正常 问题描述 马拉松5G站点拉网过程中存在LTE锚点站不添加5G邻区，,0,1,0,0,0,0,0,0
2828,L侧上报小区不可用告警 再次检查LTE配置，,0,1,0,1,0,0,0,0
2829,否则防火墙设置不对可能导致控制面正常而数据通道建立失败。,0,1,0,0,1,0,0,0
2830,一、 使用DISPATCHER工具修改P卡鉴权参数 DISPATCHER工具如下图示，,0,0,0,0,0,0,1,1
2831,四、 插拔P卡使终端通过鉴权方式入网 插拔P卡，,0,0,0,0,0,0,0,1
2832,单独配置NRCELLFREQRELATION或单独打开CA开关，,0,0,0,0,0,0,1,1
2833,基带板电容故障导致上报板间业务链路异常告警,0,1,0,0,0,0,0,0
2834,LBBPc板上的电容故障导致板间业务链路异常告警，,0,1,0,0,0,0,0,0
2835,3G到4G重选门限设置不合理导致某些LTE弱覆盖区域无法重选到3G网络,0,1,0,0,1,0,0,0
2836,当前配置冲突告警原因为GSM和LTE侧 C/D支路衰减量不一致导致，,0,1,0,0,1,0,0,0
2837,当前配置冲突告警原因为GSM 和LTE侧 C/D支路衰减量不一致，,0,1,0,0,1,0,0,0
2838,GPS失锁后时钟不同步，,0,1,0,0,0,0,0,0
2839,//观察local cell 12和0的Served BBP Information是否恢复到修改前状态 RMV BASEBANDEQM//删除之前添加的两个BASEBANDEQM,0,0,0,1,0,0,0,1
2840,基带板隐性硬件故障导致所建立的小区KPI异常。,0,1,0,0,0,0,0,0
2841,出现接入失败及由于接入超时导致得5G掉话，,0,1,0,0,0,0,0,0
2842,2 部分终端无法显示5G标识的问题 在SIB2消息中携带5G的信息来支持终端显示5G标识 打开上层指示开关；,0,1,0,0,0,0,0,1
2843,8 S1切换失败 R15.1向R13.1通过X2口切换失败 打开S1口切换兼容性开关 MOD ENBRSVDPARA  RsvdSwPara3=RsvdSwPara3 bit18-1;,0,1,0,0,0,0,0,1
2844,The high path loss caused low CQI高路损导致CQI低. Figure 3.1.2 1 CEO Complaint site PDCP DL delay CEO所在小区的Local Cell ID=9。,1,1,0,0,0,0,0,0
2845,微波传输端口属性配置错误导致U2000 PNP开站失败案例,0,1,0,0,1,0,0,0
2846,某局反馈在网络优化参数后出现RRC建立成功率恶化的问题，,1,0,0,0,0,0,1,0
2847,六）CellDT分析 接下来在1029日做了如下2组celldt跟踪，,0,0,0,1,0,0,0,0
2848,可能是TOP终端的EVM性能不好导致eNB无法检测。,1,1,0,0,0,0,0,0
2849,福建福建高铁上行大包分层效果不佳问题 Problem Details 开启高铁站点莆田福厦高铁国欢洞庭基站上行大包体验保障业务分层功能，,1,0,0,0,0,0,0,1
2850,PRB利用率低导致上行吞吐量低的问题，,1,0,0,0,0,0,0,0
2851,MME处理切换与接入过程冲突导致S1Sig成功率恶化,1,1,0,0,0,0,0,0
2852,因修改小区半径导致切换成功率恶化。,1,0,0,0,0,0,1,0
2853,UsHoSwitch打开导致基于业务的异频切换概率性出现VoLTE业务无法切换问题,0,1,0,0,0,0,0,1
2854,最终切换失败导致异常释放 1-5 RIY322的S1口信令,0,1,0,0,0,0,0,0
2855,RB数不足导致调度次数不足。,1,0,0,0,0,0,0,0
2856,三、 基带板分析 通过基带FPGA寄存器看到Cpri过来的数据符号不对齐，,0,0,0,1,1,0,0,0
2857,临时解决措施 去激活小区然后再激活：,0,0,0,0,0,0,0,1
2858,重注册后IMS与终端兼容性问题导致VoLTE掉话问题分析,0,1,0,0,1,0,0,0
2859,重选参数设置问题导致NB终端重选不及时问题定位,0,1,0,0,1,0,0,0
2860,2、现场施工人员检查B、C通道的馈线并更换新馈线及接头后，,0,0,0,1,0,0,1,0
2861,核心网DNS数据漏配导致终端驻留LTE失败,0,1,0,0,1,0,0,0
2862,由于终端不支持RLC AM传输模式导致的E-RAB建立失败,0,1,0,0,0,0,0,0
2863,由于终端不支持RLC-UM传输模式导致E-RAB建立失败,0,1,0,0,0,0,0,0
2864,基带板不支持高规格收发模式的小区导致小区不可用,0,1,0,0,0,0,0,0
2865,并打开飞行模式 14 40  00 关闭飞行模式 14 43 30  跑speedtest，,0,0,0,0,0,0,0,1
2866,LTE网络天选开关打开导致ATU测试双流占比降低,1,0,0,0,0,0,0,1
2867,Msg4下发过晚的原因是因为CPU负荷抬升 基于以前的案例经验，,1,1,0,0,0,0,0,0
2868,下行初始传输重复次数参数配置导致小区下用户RRC接入失败问题分析,0,1,0,0,1,0,0,0
2869,是弱覆盖导致的掉话，,0,1,0,0,0,0,0,0
2870,可以确认是干扰导致的掉话。,0,1,0,0,0,0,0,0
2871,SA核心网未对接wap网关导致SA用户无法正常收发彩信,0,1,0,0,0,0,0,0
2872,SA核心网未对接wap网关导致发彩信时无法建立PDU session，,0,1,0,0,0,0,0,0
2873,1 电桥接头生锈 分析电桥的接头，,0,1,0,1,0,0,0,0
2874,H局点某站点RSSI问题导致下行吞吐率异常,1,1,0,0,0,0,0,0
2875,由于MME配置问题导致eNodeB之间X2自建立失败的问题案例,0,1,0,0,1,0,0,0
2876,核心网license问题导致LTE用户发起呼叫CSFB到3G后呼叫建立失败,0,1,0,0,0,0,0,0
2877,站点eNodeB ID冲突导致VOLTE用户掉话问题处理,0,1,0,0,0,0,0,0
2878,AAU3240开D频段未设置帧偏置导致干扰,0,1,0,0,1,0,0,0
2879,NSA组网下RLC模式不一致导致NR掉话,0,1,0,0,1,0,0,0
2880,UE能力不支持导致UE接入失败,0,1,0,0,0,0,0,0
2881,处理过程 1）登录BTS Site Manager查看告警，,0,0,0,1,0,0,0,1
2882,由于上行CCE受限导致ERAB接入指标恶化问题,1,0,0,0,1,0,0,0
2883,出现RRC/ERAB建立失败的原因是由于上行CCE受限导致。,0,1,0,0,1,0,0,0
2884,可以通过调整CCE资源、算法等来缓解上行调度能力受限问题：,0,0,0,0,1,0,1,0
2885,异频异系统测量数量及优先级设置导致NR接入失败案例分析,0,1,0,0,1,0,0,0
2886,LTE网络SFN小区物理小区数与配置数据不一致导致小区服务能力下降告警,1,0,0,0,1,0,0,0
2887,1.使用的ATU设备通道出现故障导致调度不足。,1,1,0,0,0,0,0,0
2888,RRU故障导致低切换成功率,1,1,0,0,0,0,0,0
2889,重载参数修改导致TOP小区掉话率恶化,1,0,0,0,0,0,1,0
2890,只能通过复位单板或者在12.1SPC330以及13.1版本中修改代码优化解决该问题；,0,0,0,0,0,0,1,1
2891,并没有发送什么别的消息导致所谓的流程交叉。,0,1,0,0,0,0,0,0
2892,上行弱覆盖导致VoLTE高丢包的解决方案,0,1,0,0,0,0,0,0
2893,上行弱覆盖导致VoLTE高丢包。,0,1,0,0,0,0,0,0
2894,因官方终端库与现网不匹配导致FDD渗透率过低,1,0,0,0,1,0,0,0
2895,帧偏置修改后后台查询接通率指标正常。,0,0,0,1,0,0,1,0
2896,LTE站点由于MPT单板CPU L2Cache失效导致业务接入失败,0,1,0,0,0,0,0,0
2897,该测试项测试失败的原因可能是CPU的MBist测试失败导致。,0,1,0,0,0,0,0,0
2898,由于E厂商核心网配置导致CSFB回落3G失败问题,0,1,0,0,1,0,0,0
2899,RRU故障导致干扰检测值大,1,1,0,0,0,0,0,0
2900,RRU FPGA软失效造成的接收通道接收异常，,0,1,0,0,0,0,0,0
2901,最后确认客户对SIM的参数设置错误导致测试时该用户无法接入。,0,1,0,0,1,0,0,0
2902,基带板FPGA软失效导致掉话率恶化,1,1,0,0,0,0,0,0
2903,要求一线执行MML命令MOD OMCH修改本端IP地址。,0,0,0,0,0,0,1,1
2904,CCE资源受限问题小区主要原因是覆盖原因导致CCE上行资源受限，,0,1,0,0,1,0,0,0
2905,打开智能预调度开关导致Ping时延过大,1,0,0,0,0,0,0,1
2906,重启、更换测试终端；,0,0,0,0,0,0,1,1
2907,2、分析M2000日志 基站收不到M2000下发的TCP报文，,0,1,0,1,0,0,0,0
2908,RRN缺陷导致宿主站修改小区ID后RRN入网时间长,1,1,0,0,0,0,1,0
2909,UE上下文建立失败是由于终端不支持RLC层的UM传输模式。,0,1,0,0,0,0,0,0
2910,传输端口异常导致传输时延过大，,1,1,0,0,0,0,0,0
2911,所以最终逻辑小区建立失败的原因值就是不支持子帧配比。,0,1,0,0,0,0,0,0
2912,4G侧附着失败导致5G无信号,0,1,0,0,0,0,0,0
2913,10.207.1.110.207.1.5上IPPATH频繁闪断导致业务掉话。,0,1,0,0,0,0,0,0
2914,S1用户面自建立超时导致切换成功率下降,1,1,0,0,0,0,0,0
2915,有可能因为数据粒度过大的原因而出现漏采的现象，,1,1,0,0,0,0,0,0
2916,回落时延过长容易引起未接通。,1,1,0,0,0,0,0,0
2917,RRC建立成功率变差只有Mosig类型的建立成功率变差，,1,0,0,0,0,0,0,0
2918,步骤 5 告警日志分析 在RRC建立成功率较低的时段，,1,0,0,1,0,0,0,0
2919,失败原因基本均是传输层问题导致E-RAB建立失败。,0,1,0,0,0,0,0,0
2920,更换主控板后开站过程中激活软件失败。,0,1,0,0,0,0,1,0
2921,单考虑我司基站侧S1链路异常和小区不能激活的主要因素：,0,1,0,0,0,0,0,0
2922,（3）PCI核查 对 FY-市区-文峰公园-HFTA-436750-54对应的436750基站进行外部小区核查：,0,0,0,1,0,0,0,0
2923,升级后MCS下降是因为QPSK调度变多，,1,0,0,0,0,0,0,0
2924,基站PDCP丢包率高导致下行吞吐率低问题,1,0,0,0,0,0,0,0
2925,资源受限导致大量用户出水量小于来水量，,1,0,0,0,1,0,0,0
2926,由此找到近点吞吐率相对中点较低的原因是MCS高阶所占比例较低。,1,0,0,0,0,0,0,0
2927,楼顶阻挡导致室内体验和路测指标较差,1,1,0,0,0,0,0,0
2928,SRI分配失败导致高铁VOLTE掉话,0,1,0,0,1,0,0,0
2929,问题处理步骤 1）检查中心频点是否设置在RRU的范围之内（GET TRAFFICCAPABILITY） 检查带宽和上下行的BITMAP是否对应（LST CARRIERBASICINFO）：,0,0,0,1,0,0,0,0
2930,eNodeB UU口分析 eNodeB侧跟踪信令，,0,0,0,1,0,0,0,0
2931,UNC网元的CSLB过载导致CPE接入被拒,0,1,0,0,0,0,0,0
2932,eNB至MME路由配置错误导致终端无法驻留4G网络,0,1,0,0,1,0,0,0
2933,UE不再切换到目标小区（通过设置惩罚定时器对目标小区进行惩罚，,0,1,0,0,0,0,1,0
2934,RRU接收通道异常造成接入指标劣化及用户投诉问题,1,1,0,0,0,0,0,0
2935,RRC成功率恶化严重 Problem Details Lampsite 在用户数超过 300 时，,1,0,0,0,0,0,0,0
2936,5G基站近端维护网口被禁用导致近端维护功能不可用问题,0,1,0,0,0,0,0,0
2937,路测工具误报导致CSFB成功率低问题,1,1,0,0,0,0,0,0
2938,传输MTU值设置错误导致锚点站和5G站之间X2链路异常,0,1,0,0,1,0,0,0
2939,传输MTU值设置错误导致SCTP链路无法正常建立，,0,1,0,0,1,0,0,0
2940,UBBP单板底层逻辑问题导致配置数据不一致,0,1,0,0,1,0,0,0
2941,5G的4.9G的设备帧偏执不一致导致无法切换问题处理,0,1,0,0,1,0,0,0
2942,DMRS资源分配不足导致NSA多用户掉话,0,1,0,0,1,0,0,0
2943,QCI切换配置优先级配置错误导致VoLTE掉话问题,0,1,0,0,1,0,0,0
2944,关闭预调度导致E-RAB建立成功率恶化问题,1,0,0,0,0,0,0,1
2945,4.由于软件版本过低可能导致某些特性的不匹配，,1,0,0,0,1,0,0,0
2946,更换主控单板（注意在拔掉主控单板时，,0,0,0,0,0,0,1,1
2947,NAS协议版本不匹配导致UE无法正常接入,0,1,0,0,1,0,0,0
2948,配置正确 4．  运行LST BRD命令检查基带板工作制式，,0,0,0,1,0,0,0,1
2949,1.1 TOP站点1分析 1.1.1 话统指标分析 该站点当天1202分执行了规避手段：,0,0,0,1,0,0,0,0
2950,或者小区未激活、小区状态异常等。,0,1,0,0,0,0,0,0
2951,由于AAU产品内部问题导致大量小区通道校正失败的问题案例,0,1,0,0,0,0,0,0
2952,2015-7-20 161719产生RRU关键器件自检失败（表示ADC器件自检失败），,0,1,0,0,0,0,0,0
2953,由此判断此两个小区根序列冲突导致RACH成功率低。,1,1,0,0,0,0,0,0
2954,NR站点邻区关系配置错误导致锚点站SCG添加成功率低问题分析,1,0,0,0,1,0,0,0
2955,由于内存软失效导致S1interface链路缺失,0,1,0,0,0,0,0,0
2956,由于频点配置错误导致CPE接入失败,0,1,0,0,1,0,0,0
2957,1.GPS天线故障 2.umpt单板故障 3.GPS安装位置,0,1,0,0,0,0,0,0
2958,**运营商网络中断导致LTE基站断链问题,0,1,0,0,0,0,0,0
2959,1.从U2020上跟踪S1口信令表明初始上下文建立失败，,0,1,0,1,0,0,0,0
2960,传输资源分配失败导致E-RAB建立成功率下降。,1,0,0,0,1,0,0,0
2961,物理小区ID参数配置错误导致eNB不下发B1测量控制。,0,1,0,0,1,0,0,0
2962,交换机和OMU端口协商模式不一样导致OMU托管,0,1,0,0,1,0,0,0
2963,删除小区前必须先删除对应的CAGROUPCELL，,0,0,0,0,0,0,0,1
2964,3、因为相关配置导致的基带资源分配失败。,0,0,0,0,1,0,0,0
2965,RRU协议类型配置错误导致3个TDD小区同时不可用,0,1,0,0,1,0,0,0
2966,一、软件版本的检查 1）对BBU软件的检查  。,0,0,0,1,0,0,0,0
2967,终端不支持Multiplexing第二套反馈表格导致误码率很高问题,1,1,0,0,0,0,0,0
2968,2. KPI分析 IBLER高主要是由于非CA用户误码率高导致，,1,0,0,1,0,0,0,0
2969,图3 1.1.3 日志分析 分析CHR日志是确认是小区进入载频关断状态（0点到6点生效），,0,0,0,1,0,0,0,0
2970,由于压缩模式配置错误导致三载波小区激活失败,0,1,0,0,1,0,0,0
2971,通过对RRC失败原因进行分析99.9%的失败原因为UE无应答导致。,0,1,0,1,0,0,0,0
2972,外部小区PCI定义错误导致切换失败分析,0,1,0,0,0,0,0,0
2973,近期指标监控发现1月份以来TAU成功率指标下降0.6%，,1,0,0,1,0,0,0,0
2974,由于芯片异常导致小区不可用,0,1,0,0,0,0,0,0
2975,案例 某局点开通CA后三星S6终端出现脱网问题,0,1,0,0,0,0,0,1
2976,小区SRS配置不合理导致RRC建立成功率低,1,0,0,0,1,0,0,0
2977,还会出现规格受限导致RRC建立失败的现象，,0,1,0,0,1,0,0,0
2978,某局点反馈一个站点存在很多“核心网问题导致E-RAB建立失败”的记录，,0,1,0,0,0,0,0,0
2979,RRU安装不当引起的小区无法建立,0,1,0,0,0,0,0,0
2980,TL共模站点星卡搜星不足导致无线指标恶化问题分析,1,1,0,0,0,0,0,0
2981,发现射频单元业务不可用原因由L1物理小区建立失败产生。,0,1,0,0,0,0,0,0
2982,SSB周期设置不合理导致飞行模式后无法正常接入5G网络,0,1,0,0,1,0,0,0
2983,预调度持续时长增加导致上行吞吐率下降,1,0,0,0,0,0,0,0
2984,发现小区退服主要原因为射频单元不可用，,0,1,0,0,0,0,0,0
2985,发现RRU不能正常启动出现射频单元业务不可用告警.,0,1,0,0,0,0,0,0
2986,E-RAB异常释放次数增加的直接原因是Radio原因异常释放次数增加，,1,0,0,0,0,0,0,0
2987,二、 使用超级终端修改UE的APN,0,0,0,0,0,0,1,1
2988,LTE高铁站未刷新高铁小区参数导致RRC建立成功率异常,1,1,0,0,0,0,0,0
2989,因此怀疑是X2链路没有建立起来，,0,1,0,1,0,0,0,0
2990,GSM互调干扰导致的切换失败问题案例,0,1,0,0,0,0,0,0
2991,MCS虚高会导致BLER恶化，,1,0,0,0,0,0,0,0
2992,端到端时延差问题 某省某地是端到端时延问题主要体现在首屏时延较差，,1,0,0,0,0,0,0,0
2993,由于基站侧未开启R12协议上行64QAM的开关因而不支持该终端能力的64QAM，,0,1,0,0,0,0,0,0
2994,OCS限速导致下行吞吐率低,1,1,0,0,0,0,0,0
2995,切换失败导致QCI1异常释放，,0,1,0,0,0,0,0,0
2996,所以打开模拟负载后PRB利用率会上升。,1,0,0,0,0,0,0,1
2997,由于关闭预调度导致掉话率恶化,1,0,0,0,0,0,0,1
2998,关闭预调度导致掉话率恶化,1,0,0,0,0,0,0,1
2999,手机APN身份验证类型设置有误导致无法驻留4G,0,1,0,0,1,0,0,0
3000,LTE TDD修改上下行子帧比例后未Reset系统导致对WiMAX严重干扰,0,1,0,0,0,0,1,0
3001,修改子帧配比后复位基站。,0,0,0,0,0,0,1,1
3002,所有上下文建立失败都是由于终端没有响应基站下发的SMC导致，,0,1,0,0,0,0,0,0
3003,ERAB建立失败的主要原因就是终端没有响应基站下发的SMC，,0,1,0,0,0,0,0,0
3004,CHR分析 基于LTE锚点站点CHR日志中NSADC EVENT事件分析，,0,0,0,1,0,0,0,0
3005,因为终端不支持ENDC Band组合能力导致的5G用户没有建立5G载波。,0,1,0,0,0,0,0,0
3006,AISG线连接错误导致小区不可用,0,1,0,0,0,0,0,0
3007,修改PLMN且复位基站APP后，,0,0,0,0,0,0,1,1
3008,小区用户数超规格导致小区切换失败分析,1,1,0,0,0,0,0,0
3009,承载CE路由未添加导致LTE基站PNP开站无法完成,0,1,0,0,0,0,0,0
3010,由于RRU的CRAM软失效导致RRU在版本升级后上报RRU硬件故障,0,1,0,0,0,0,1,0
3011,传输侧配置的光口模式与基站侧配置的不一致导致的基站S1接口故障,0,1,0,0,1,0,0,0
3012,MR的PDCP完整性校验失败导致UE掉话 如图,0,1,0,0,0,0,0,0
3013,码流解析出错都是其中一个bit解析错误；,0,1,0,0,0,0,0,0
3014,LTE到3G的A1A2门限设置不合理导致LTE数据业务无法重定向到3G,0,1,0,0,1,0,0,0
3015,智能预调度参数设置不合理导致ERAB建立成功率恶化,1,0,0,0,1,0,0,0
3016,由于RRU软失效导致小区不可用,0,1,0,0,0,0,0,0
3017,光分布室分覆盖半径配置不合理导致无法接入的案例,0,1,0,0,1,0,0,0
3018,KPI指标情况 参数修改后查询XTLIC1242玉泉小区-HLSE-0小区KPI指标发现，,0,0,0,1,0,0,1,0
3019,2、分析CELLDT发现运营商0和1会周期性进行GAP测量，,0,0,0,1,0,0,0,0
3020,"就发生了由于资源受限导致RRC建立失败的情况,",0,1,0,0,1,0,0,0
3021,发现存在代码缺陷导致SRI规格受限。,0,1,0,0,1,0,0,0
3022,SCTPLNK不通都是由传输或者配置引起，,0,1,0,0,1,0,0,0
3023,由于核心网的问题导致SA组网NR基站概率性接入失败问题,0,1,0,0,0,0,0,0
3024,USN 不响应HO 导致CSFB准备失败,0,1,0,0,0,0,0,0
3025,而MME无法触发HANDOVER REQUIRED消息是因为没有收到UE的Attach complete消息，,0,1,0,0,0,0,0,0
3026,导致的S1口切换准备失败将切换流程时间拉长，,1,1,0,0,0,0,0,0
3027,且影响不大所以排除该原因导致的切换失败。,0,1,0,1,0,0,0,0
3028,在 900到 945是由于MSG3上行弱覆盖导致top 用户(TMSI F04790CE) 掉话。,0,1,0,0,0,0,0,0
3029,Sunrise P3比拼中因为GUL互操作门限不合理导致LTE重选不及时，,0,1,0,0,1,0,0,0
3030,服务器地址设置错误导致位置信息不上报的问题处理,0,1,0,0,1,0,0,0
3031,CPRI误码率过高导致RHUB不断复位,1,1,0,0,0,0,0,0
3032,但切换越不及时容易导致掉话；,0,1,0,0,0,0,0,0
